system_name,HBM_power(W),HTC(kW/(m2K)),TIM_conductivity(W/(mK)),infill_conductivity(W/(mK)),underfill_conductivity(W/(mK)),HBM_stack_height,dummy_Si,calibrate_GPU_slope,calibrate_GPU_intercept,calibrate_HBM_slope,calibrate_HBM_intercept
3D_1GPU_top,5.6,7.0,50.0,10.0,675.0,8,True,0.155,50.21,0.159,50.62
3D_1GPU_top,6.8024,7.0,50.0,10.0,675.0,8,True,0.155,51.34,0.159,51.78
3D_1GPU_top,5.0,7.0,50.0,50.0,1.6,8,True,0.156,49.60,0.154,50.62
3D_1GPU_top,5.6,7.0,50.0,50.0,1.6,8,True,0.156,50.16,0.154,51.20
3D_1GPU_top,6.8024,7.0,50.0,50.0,1.6,8,True,0.155,51.29,0.154,52.31
3D_1GPU_top,5.0,7.0,50.0,50.0,19.0,8,True,0.156,49.58,0.159,50.24
3D_1GPU_top,5.6,7.0,50.0,50.0,19.0,8,True,0.156,50.15,0.159,50.82
3D_1GPU_top,6.8024,7.0,50.0,50.0,19.0,8,True,0.156,51.28,0.159,52.00
3D_1GPU_top,5.0,7.0,50.0,50.0,675.0,8,True,0.155,49.63,0.154,50.59
3D_1GPU_top,5.6,7.0,50.0,50.0,675.0,8,True,0.155,50.19,0.154,51.18
3D_1GPU_top,6.8024,7.0,50.0,50.0,675.0,8,True,0.155,51.32,0.154,52.33
3D_1GPU_top,5.0,7.0,5.0,5.0,675.0,8,True,0.179,50.38,0.183,50.64
3D_1GPU_top,5.6,7.0,5.0,5.0,675.0,8,True,0.179,51.03,0.183,51.31
3D_1GPU_top,6.8024,7.0,5.0,5.0,675.0,8,True,0.179,52.33,0.183,52.66
3D_1GPU_top,5.0,7.0,5.0,10.0,675.0,8,True,0.179,50.38,0.182,50.98
3D_1GPU_top,5.6,7.0,5.0,10.0,675.0,8,True,0.179,51.03,0.182,51.63
3D_1GPU_top,6.8024,7.0,5.0,10.0,675.0,8,True,0.179,52.33,0.182,52.97
3D_1GPU_top,5.0,7.0,5.0,50.0,675.0,8,True,0.179,50.36,0.179,51.14
3D_1GPU_top,5.6,7.0,5.0,50.0,675.0,8,True,0.179,51.01,0.179,51.82
3D_1GPU_top,6.8024,7.0,5.0,50.0,675.0,8,True,0.179,52.32,0.179,53.16
3D_1GPU_top,5.0,7.0,10.0,5.0,675.0,8,True,0.166,49.99,0.169,50.26
3D_1GPU_top,5.6,7.0,10.0,5.0,675.0,8,True,0.166,50.58,0.169,50.90
3D_1GPU_top,6.8024,7.0,10.0,5.0,675.0,8,True,0.166,51.79,0.169,52.14
3D_1GPU_top,5.0,7.0,10.0,10.0,675.0,8,True,0.166,49.99,0.169,50.43
3D_1GPU_top,5.6,7.0,10.0,10.0,675.0,8,True,0.166,50.59,0.170,51.01
3D_1GPU_top,6.8024,7.0,10.0,10.0,675.0,8,True,0.166,51.78,0.168,52.42
3D_1GPU_top,5.0,7.0,10.0,50.0,675.0,8,True,0.166,49.95,0.165,50.82
3D_1GPU_top,5.6,7.0,10.0,50.0,675.0,8,True,0.166,50.55,0.165,51.45
3D_1GPU_top,6.8024,7.0,10.0,50.0,675.0,8,True,0.166,51.76,0.165,52.67
3D_1GPU_top,5.0,7.0,50.0,5.0,675.0,8,True,0.155,49.67,0.158,49.94
3D_1GPU_top,5.6,7.0,50.0,5.0,675.0,8,True,0.155,50.23,0.158,50.52
3D_1GPU_top,6.8024,7.0,50.0,5.0,675.0,8,True,0.155,51.36,0.158,51.68
3D_1GPU_top,5.0,7.0,50.0,10.0,675.0,8,True,0.155,49.65,0.159,50.04
3D_1GPU_top,5.6,7.0,50.0,10.0,675.0,8,True,0.155,50.21,0.159,50.62
3D_1GPU_top,6.8024,7.0,50.0,10.0,675.0,8,True,0.155,51.34,0.159,51.78
3D_1GPU_top,5.0,7.0,50.0,50.0,675.0,8,True,0.155,49.63,0.154,50.59
3D_1GPU_top,5.6,7.0,50.0,50.0,675.0,8,True,0.155,50.19,0.154,51.18
3D_1GPU_top,6.8024,7.0,50.0,50.0,675.0,8,True,0.155,51.32,0.154,52.33
3D_1GPU_top,9.0,7.0,675.0,675.0,1.6,16,True,0.153,53.24,0.154,53.47
3D_1GPU_top,9.4,7.0,675.0,675.0,1.6,16,True,0.153,53.61,0.154,53.86
3D_1GPU_top,10.1218,7.0,675.0,675.0,1.6,16,True,0.153,54.30,0.154,54.55
3D_1GPU_top,9.0,7.0,675.0,675.0,19.0,16,True,0.153,53.28,0.154,53.49
3D_1GPU_top,9.4,7.0,675.0,675.0,19.0,16,True,0.153,53.65,0.154,53.88
3D_1GPU_top,10.1218,7.0,675.0,675.0,19.0,16,True,0.153,54.30,0.154,54.58
3D_1GPU_top,9.0,7.0,675.0,675.0,675.0,16,True,0.153,53.20,0.153,53.55
3D_1GPU_top,9.4,7.0,675.0,675.0,675.0,16,True,0.153,53.55,0.153,53.93
3D_1GPU_top,10.1218,7.0,675.0,675.0,675.0,16,True,0.153,54.26,0.153,54.59
3D_1GPU_top,9.0,7.0,5.0,5.0,1.6,16,True,0.179,54.70,0.175,56.79
3D_1GPU_top,9.4,7.0,5.0,5.0,1.6,16,True,0.179,55.13,0.175,57.24
3D_1GPU_top,10.1218,7.0,5.0,5.0,1.6,16,True,0.179,55.91,0.175,58.06
3D_1GPU_top,9.0,7.0,5.0,5.0,19.0,16,True,0.179,54.72,0.181,55.23
3D_1GPU_top,9.4,7.0,5.0,5.0,19.0,16,True,0.179,55.15,0.181,55.67
3D_1GPU_top,10.1218,7.0,5.0,5.0,19.0,16,True,0.179,55.93,0.181,56.48
3D_1GPU_top,9.0,7.0,5.0,5.0,675.0,16,True,0.179,54.72,0.180,55.23
3D_1GPU_top,9.4,7.0,5.0,5.0,675.0,16,True,0.179,55.13,0.180,55.67
3D_1GPU_top,10.1218,7.0,5.0,5.0,675.0,16,True,0.180,55.87,0.180,56.43
3D_1GPU_top,9.0,7.0,5.0,10.0,1.6,16,True,0.179,54.72,0.183,55.57
3D_1GPU_top,9.4,7.0,5.0,10.0,1.6,16,True,0.179,55.16,0.183,56.02
3D_1GPU_top,10.1218,7.0,5.0,10.0,1.6,16,True,0.179,55.94,0.183,56.83
3D_1GPU_top,9.0,7.0,5.0,10.0,19.0,16,True,0.179,54.72,0.180,55.34
3D_1GPU_top,9.4,7.0,5.0,10.0,19.0,16,True,0.179,55.15,0.180,55.78
3D_1GPU_top,10.1218,7.0,5.0,10.0,19.0,16,True,0.179,55.94,0.180,56.57
3D_1GPU_top,9.0,7.0,5.0,10.0,675.0,16,True,0.179,54.72,0.180,55.07
3D_1GPU_top,9.4,7.0,5.0,10.0,675.0,16,True,0.179,55.13,0.180,55.53
3D_1GPU_top,10.1218,7.0,5.0,10.0,675.0,16,True,0.180,55.86,0.180,56.33
3D_1GPU_top,9.0,7.0,5.0,50.0,1.6,16,True,0.179,54.71,0.181,55.32
3D_1GPU_top,9.4,7.0,5.0,50.0,1.6,16,True,0.179,55.14,0.181,55.77
3D_1GPU_top,10.1218,7.0,5.0,50.0,1.6,16,True,0.179,55.92,0.181,56.58
3D_1GPU_top,9.0,7.0,5.0,50.0,19.0,16,True,0.179,54.72,0.179,55.37
3D_1GPU_top,9.4,7.0,5.0,50.0,19.0,16,True,0.179,55.15,0.179,55.81
3D_1GPU_top,10.1218,7.0,5.0,50.0,19.0,16,True,0.179,55.93,0.179,56.60
3D_1GPU_top,9.0,7.0,5.0,50.0,675.0,16,True,0.180,54.68,0.180,55.03
3D_1GPU_top,9.4,7.0,5.0,50.0,675.0,16,True,0.180,55.09,0.180,55.48
3D_1GPU_top,10.1218,7.0,5.0,50.0,675.0,16,True,0.180,55.81,0.180,56.24
3D_1GPU_top,9.0,7.0,10.0,5.0,1.6,16,True,0.166,53.98,0.162,56.07
3D_1GPU_top,9.4,7.0,10.0,5.0,1.6,16,True,0.166,54.38,0.162,56.50
3D_1GPU_top,10.1218,7.0,10.0,5.0,1.6,16,True,0.166,55.10,0.162,57.26
3D_1GPU_top,9.0,7.0,10.0,5.0,19.0,16,True,0.166,53.99,0.167,54.51
3D_1GPU_top,9.4,7.0,10.0,5.0,19.0,16,True,0.166,54.39,0.167,54.93
3D_1GPU_top,10.1218,7.0,10.0,5.0,19.0,16,True,0.166,55.12,0.167,55.67
3D_1GPU_top,9.0,7.0,10.0,5.0,675.0,16,True,0.166,53.99,0.166,54.54
3D_1GPU_top,9.4,7.0,10.0,5.0,675.0,16,True,0.166,54.38,0.166,54.95
3D_1GPU_top,10.1218,7.0,10.0,5.0,675.0,16,True,0.166,55.06,0.166,55.65
3D_1GPU_top,9.0,7.0,10.0,10.0,1.6,16,True,0.166,53.99,0.169,55.13
3D_1GPU_top,9.4,7.0,10.0,10.0,1.6,16,True,0.166,54.39,0.169,55.54
3D_1GPU_top,10.1218,7.0,10.0,10.0,1.6,16,True,0.166,55.11,0.168,56.29
3D_1GPU_top,9.0,7.0,10.0,10.0,19.0,16,True,0.166,54.01,0.166,54.61
3D_1GPU_top,9.4,7.0,10.0,10.0,19.0,16,True,0.166,54.41,0.166,55.02
3D_1GPU_top,10.1218,7.0,10.0,10.0,19.0,16,True,0.166,55.13,0.166,55.75
3D_1GPU_top,9.0,7.0,10.0,10.0,675.0,16,True,0.166,54.00,0.167,54.26
3D_1GPU_top,9.4,7.0,10.0,10.0,675.0,16,True,0.166,54.38,0.167,54.67
3D_1GPU_top,10.1218,7.0,10.0,10.0,675.0,16,True,0.166,55.06,0.167,55.43
3D_1GPU_top,9.0,7.0,10.0,50.0,1.6,16,True,0.166,53.99,0.167,54.63
3D_1GPU_top,9.4,7.0,10.0,50.0,1.6,16,True,0.166,54.39,0.167,55.04
3D_1GPU_top,10.1218,7.0,10.0,50.0,1.6,16,True,0.166,55.11,0.167,55.79
3D_1GPU_top,9.0,7.0,10.0,50.0,19.0,16,True,0.166,53.99,0.166,54.62
3D_1GPU_top,9.4,7.0,10.0,50.0,19.0,16,True,0.166,54.40,0.166,55.03
3D_1GPU_top,10.1218,7.0,10.0,50.0,19.0,16,True,0.166,55.11,0.165,55.94
3D_1GPU_top,9.0,7.0,10.0,50.0,675.0,16,True,0.166,53.96,0.167,54.32
3D_1GPU_top,9.4,7.0,10.0,50.0,675.0,16,True,0.166,54.34,0.167,54.74
3D_1GPU_top,10.1218,7.0,10.0,50.0,675.0,16,True,0.166,55.01,0.167,55.45
3D_1GPU_top,9.0,7.0,50.0,5.0,1.6,16,True,0.155,53.40,0.152,55.37
3D_1GPU_top,9.4,7.0,50.0,5.0,1.6,16,True,0.155,53.78,0.152,55.77
3D_1GPU_top,10.1218,7.0,50.0,5.0,1.6,16,True,0.155,54.46,0.152,56.39
3D_1GPU_top,9.0,7.0,50.0,5.0,19.0,16,True,0.155,53.42,0.157,53.92
3D_1GPU_top,9.4,7.0,50.0,5.0,19.0,16,True,0.155,53.79,0.157,54.31
3D_1GPU_top,10.1218,7.0,50.0,5.0,19.0,16,True,0.155,54.47,0.157,55.00
3D_1GPU_top,9.0,7.0,50.0,5.0,675.0,16,True,0.155,53.42,0.156,53.91
3D_1GPU_top,9.4,7.0,50.0,5.0,675.0,16,True,0.155,53.78,0.156,54.30
3D_1GPU_top,10.1218,7.0,50.0,5.0,675.0,16,True,0.155,54.42,0.155,55.04
3D_1GPU_top,9.0,7.0,50.0,10.0,1.6,16,True,0.155,53.41,0.158,54.51
3D_1GPU_top,9.4,7.0,50.0,10.0,1.6,16,True,0.155,53.78,0.158,54.90
3D_1GPU_top,10.1218,7.0,50.0,10.0,1.6,16,True,0.155,54.46,0.158,55.59
3D_1GPU_top,9.0,7.0,50.0,10.0,19.0,16,True,0.155,53.43,0.156,54.05
3D_1GPU_top,9.4,7.0,50.0,10.0,19.0,16,True,0.155,53.81,0.156,54.43
3D_1GPU_top,10.1218,7.0,50.0,10.0,19.0,16,True,0.155,54.48,0.156,55.13
3D_1GPU_top,9.0,7.0,50.0,10.0,675.0,16,True,0.155,53.42,0.156,53.71
3D_1GPU_top,9.4,7.0,50.0,10.0,675.0,16,True,0.155,53.78,0.156,54.12
3D_1GPU_top,10.1218,7.0,50.0,10.0,675.0,16,True,0.156,54.42,0.156,54.83
3D_1GPU_top,9.0,7.0,50.0,50.0,1.6,16,True,0.155,53.41,0.157,54.07
3D_1GPU_top,9.4,7.0,50.0,50.0,1.6,16,True,0.155,53.78,0.157,54.46
3D_1GPU_top,10.1218,7.0,50.0,50.0,1.6,16,True,0.155,54.46,0.157,55.15
3D_1GPU_top,9.0,7.0,50.0,50.0,19.0,16,True,0.155,53.43,0.155,54.04
3D_1GPU_top,9.4,7.0,50.0,50.0,19.0,16,True,0.155,53.80,0.155,54.42
3D_1GPU_top,10.1218,7.0,50.0,50.0,19.0,16,True,0.155,54.48,0.155,55.11
3D_1GPU_top,9.0,7.0,50.0,50.0,675.0,16,True,0.155,53.40,0.156,53.72
3D_1GPU_top,9.4,7.0,50.0,50.0,675.0,16,True,0.155,53.75,0.156,54.12
3D_1GPU_top,10.1218,7.0,50.0,50.0,675.0,16,True,0.156,54.37,0.156,54.82
3D_1GPU_top,9.0,7.0,5.0,5.0,675.0,16,True,0.179,54.72,0.180,55.23
3D_1GPU_top,9.4,7.0,5.0,5.0,675.0,16,True,0.179,55.13,0.180,55.67
3D_1GPU_top,10.1218,7.0,5.0,5.0,675.0,16,True,0.180,55.87,0.180,56.43
3D_1GPU_top,9.0,7.0,5.0,10.0,675.0,16,True,0.179,54.72,0.180,55.07
3D_1GPU_top,9.4,7.0,5.0,10.0,675.0,16,True,0.179,55.13,0.180,55.53
3D_1GPU_top,10.1218,7.0,5.0,10.0,675.0,16,True,0.180,55.86,0.180,56.33
3D_1GPU_top,9.0,7.0,5.0,50.0,675.0,16,True,0.180,54.68,0.180,55.03
3D_1GPU_top,9.4,7.0,5.0,50.0,675.0,16,True,0.180,55.09,0.180,55.48
3D_1GPU_top,10.1218,7.0,5.0,50.0,675.0,16,True,0.180,55.81,0.180,56.24
3D_1GPU_top,9.0,7.0,10.0,5.0,675.0,16,True,0.166,53.99,0.166,54.54
3D_1GPU_top,9.4,7.0,10.0,5.0,675.0,16,True,0.166,54.38,0.166,54.95
3D_1GPU_top,10.1218,7.0,10.0,5.0,675.0,16,True,0.166,55.06,0.166,55.65
2p5D_1GPU,9.0,7.0,5.0,5.0,1.6,16,False,0.188,31.16,0.189,30.96
2p5D_1GPU,9.4,7.0,5.0,5.0,1.6,16,False,0.189,31.10,0.190,30.89
2p5D_1GPU,10.1218,7.0,5.0,5.0,1.6,16,False,0.191,30.97,0.193,30.78
2p5D_1GPU,9.0,7.0,5.0,5.0,19.0,16,False,0.187,30.98,0.186,31.26
2p5D_1GPU,9.4,7.0,5.0,5.0,19.0,16,False,0.188,30.92,0.187,31.20
2p5D_1GPU,10.1218,7.0,5.0,5.0,19.0,16,False,0.190,30.81,0.189,31.09
2p5D_1GPU,9.0,7.0,5.0,5.0,675.0,16,False,0.186,31.07,0.183,31.44
2p5D_1GPU,9.4,7.0,5.0,5.0,675.0,16,False,0.187,31.02,0.184,31.39
2p5D_1GPU,10.1218,7.0,5.0,5.0,675.0,16,False,0.190,30.91,0.187,31.28
2p5D_1GPU,9.0,7.0,5.0,10.0,1.6,16,False,0.187,31.39,0.189,30.96
2p5D_1GPU,9.4,7.0,5.0,10.0,1.6,16,False,0.188,31.34,0.190,30.89
2p5D_1GPU,10.1218,7.0,5.0,10.0,1.6,16,False,0.190,31.23,0.193,30.78
2p5D_1GPU,9.0,7.0,5.0,10.0,19.0,16,False,0.186,31.00,0.186,31.27
2p5D_1GPU,9.4,7.0,5.0,10.0,19.0,16,False,0.188,30.94,0.187,31.21
2p5D_1GPU,10.1218,7.0,5.0,10.0,19.0,16,False,0.190,30.83,0.189,31.10
2p5D_1GPU,9.0,7.0,5.0,10.0,675.0,16,False,0.185,31.25,0.183,31.45
2p5D_1GPU,9.4,7.0,5.0,10.0,675.0,16,False,0.186,31.20,0.184,31.39
2p5D_1GPU,10.1218,7.0,5.0,10.0,675.0,16,False,0.188,31.08,0.187,31.28
2p5D_1GPU,9.0,7.0,5.0,50.0,1.6,16,False,0.185,31.26,0.188,31.04
2p5D_1GPU,9.4,7.0,5.0,50.0,1.6,16,False,0.186,31.20,0.189,30.98
2p5D_1GPU,10.1218,7.0,5.0,50.0,1.6,16,False,0.188,31.09,0.191,30.86
2p5D_1GPU,9.0,7.0,5.0,50.0,19.0,16,False,0.186,30.99,0.185,31.27
2p5D_1GPU,9.4,7.0,5.0,50.0,19.0,16,False,0.188,30.93,0.187,31.21
2p5D_1GPU,10.1218,7.0,5.0,50.0,19.0,16,False,0.190,30.82,0.189,31.10
2p5D_1GPU,9.0,7.0,5.0,50.0,675.0,16,False,0.187,30.92,0.183,31.49
2p5D_1GPU,9.4,7.0,5.0,50.0,675.0,16,False,0.188,30.86,0.184,31.43
2p5D_1GPU,10.1218,7.0,5.0,50.0,675.0,16,False,0.190,30.76,0.186,31.32
2p5D_1GPU,9.0,7.0,10.0,5.0,1.6,16,False,0.176,31.94,0.175,32.10
2p5D_1GPU,9.4,7.0,10.0,5.0,1.6,16,False,0.177,31.88,0.176,32.04
2p5D_1GPU,10.1218,7.0,10.0,5.0,1.6,16,False,0.178,31.93,0.178,31.93
2p5D_1GPU,9.0,7.0,10.0,5.0,19.0,16,False,0.173,32.02,0.172,32.28
2p5D_1GPU,9.4,7.0,10.0,5.0,19.0,16,False,0.174,31.97,0.173,32.22
2p5D_1GPU,10.1218,7.0,10.0,5.0,19.0,16,False,0.177,31.87,0.175,32.13
2p5D_1GPU,9.0,7.0,10.0,5.0,675.0,16,False,0.174,32.04,0.170,32.38
2p5D_1GPU,9.4,7.0,10.0,5.0,675.0,16,False,0.175,31.99,0.172,32.33
2p5D_1GPU,10.1218,7.0,10.0,5.0,675.0,16,False,0.177,31.89,0.174,32.23
2p5D_1GPU,9.0,7.0,10.0,10.0,1.6,16,False,0.176,31.81,0.175,32.09
2p5D_1GPU,9.4,7.0,10.0,10.0,1.6,16,False,0.177,31.76,0.176,32.04
2p5D_1GPU,10.1218,7.0,10.0,10.0,1.6,16,False,0.178,31.82,0.178,31.93
2p5D_1GPU,9.0,7.0,10.0,10.0,19.0,16,False,0.173,32.08,0.172,32.32
2p5D_1GPU,9.4,7.0,10.0,10.0,19.0,16,False,0.174,32.02,0.173,32.26
2p5D_1GPU,10.1218,7.0,10.0,10.0,19.0,16,False,0.176,31.92,0.175,32.17
2p5D_1GPU,9.0,7.0,10.0,10.0,675.0,16,False,0.174,31.99,0.170,32.38
2p5D_1GPU,9.4,7.0,10.0,10.0,675.0,16,False,0.175,31.94,0.171,32.32
2p5D_1GPU,10.1218,7.0,10.0,10.0,675.0,16,False,0.177,31.84,0.173,32.23
2p5D_1GPU,9.0,7.0,10.0,50.0,1.6,16,False,0.175,31.79,0.174,32.16
2p5D_1GPU,9.4,7.0,10.0,50.0,1.6,16,False,0.176,31.73,0.175,32.10
2p5D_1GPU,10.1218,7.0,10.0,50.0,1.6,16,False,0.178,31.65,0.177,32.00
2p5D_1GPU,9.0,7.0,10.0,50.0,19.0,16,False,0.173,32.10,0.171,32.39
2p5D_1GPU,9.4,7.0,10.0,50.0,19.0,16,False,0.174,32.05,0.172,32.34
2p5D_1GPU,10.1218,7.0,10.0,50.0,19.0,16,False,0.176,31.95,0.174,32.24
2p5D_1GPU,9.0,7.0,10.0,50.0,675.0,16,False,0.173,32.12,0.170,32.42
2p5D_1GPU,9.4,7.0,10.0,50.0,675.0,16,False,0.174,32.06,0.171,32.37
2p5D_1GPU,10.1218,7.0,10.0,50.0,675.0,16,False,0.176,31.97,0.173,32.27
2p5D_1GPU,9.0,7.0,5.0,5.0,675.0,16,False,0.186,31.07,0.183,31.44
2p5D_1GPU,9.4,7.0,5.0,5.0,675.0,16,False,0.187,31.02,0.184,31.39
2p5D_1GPU,10.1218,7.0,5.0,5.0,675.0,16,False,0.190,30.91,0.187,31.28
2p5D_1GPU,9.0,7.0,5.0,10.0,675.0,16,False,0.185,31.25,0.183,31.45
2p5D_1GPU,9.4,7.0,5.0,10.0,675.0,16,False,0.186,31.20,0.184,31.39
2p5D_1GPU,10.1218,7.0,5.0,10.0,675.0,16,False,0.188,31.08,0.187,31.28
2p5D_1GPU,9.0,7.0,5.0,50.0,675.0,16,False,0.187,30.92,0.183,31.49
2p5D_1GPU,9.4,7.0,5.0,50.0,675.0,16,False,0.188,30.86,0.184,31.43
2p5D_1GPU,10.1218,7.0,5.0,50.0,675.0,16,False,0.190,30.76,0.186,31.32
2p5D_1GPU,9.0,7.0,10.0,5.0,675.0,16,False,0.174,32.04,0.170,32.38
2p5D_1GPU,9.4,7.0,10.0,5.0,675.0,16,False,0.175,31.99,0.172,32.33
2p5D_1GPU,10.1218,7.0,10.0,5.0,675.0,16,False,0.177,31.89,0.174,32.23
2p5D_1GPU,9.0,7.0,10.0,10.0,675.0,16,False,0.174,31.99,0.170,32.38
2p5D_1GPU,9.4,7.0,10.0,10.0,675.0,16,False,0.175,31.94,0.171,32.32
2p5D_1GPU,10.1218,7.0,10.0,10.0,675.0,16,False,0.177,31.84,0.173,32.23
2p5D_1GPU,9.0,7.0,10.0,50.0,675.0,16,False,0.173,32.12,0.170,32.42
